#        Frequency (eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.247000000000007E+02  0.196308948248503E+01  0.483737780496533E+00  0.480240391890687E+00  0.118339191030615E+00
     0.247100000000007E+02  0.196171484567352E+01  0.481757201370798E+00  0.480763544860261E+00  0.118065732338109E+00
     0.247200000000007E+02  0.196033707393219E+01  0.479786424990341E+00  0.481286772575549E+00  0.117793446382145E+00
     0.247300000000007E+02  0.195895623641639E+01  0.477825538015224E+00  0.481810057817321E+00  0.117522354924509E+00
     0.247400000000007E+02  0.195757240646931E+01  0.475874624933473E+00  0.482333382610949E+00  0.117252479031854E+00
     0.247500000000007E+02  0.195618566150498E+01  0.473933767917714E+00  0.482856728253919E+00  0.116983839054286E+00
     0.247600000000007E+02  0.195479608288739E+01  0.472003046687656E+00  0.483380075343790E+00  0.116716454605010E+00
     0.247700000000007E+02  0.195340375580598E+01  0.470082538378423E+00  0.483903403806598E+00  0.116450344541039E+00
     0.247800000000007E+02  0.195200876914780E+01  0.468172317414883E+00  0.484426692925636E+00  0.116185526944962E+00
     0.247900000000007E+02  0.195061121536661E+01  0.466272455391905E+00  0.484949921370589E+00  0.115922019107779E+00
     0.248000000000007E+02  0.194921119034922E+01  0.464383020960632E+00  0.485473067226984E+00  0.115659837512784E+00
     0.248100000000007E+02  0.194780879327920E+01  0.462504079720770E+00  0.485996108025905E+00  0.115398997820510E+00
     0.248200000000007E+02  0.194640412649838E+01  0.460635694118853E+00  0.486519020773962E+00  0.115139514854715E+00
     0.248300000000007E+02  0.194499729536628E+01  0.458777923352523E+00  0.487041781983462E+00  0.114881402589409E+00
     0.248400000000007E+02  0.194358840811776E+01  0.456930823280778E+00  0.487564367702748E+00  0.114624674136917E+00
     0.248500000000007E+02  0.194217757571914E+01  0.455094446340164E+00  0.488086753546685E+00  0.114369341736967E+00
     0.248600000000007E+02  0.194076491172292E+01  0.453268841466870E+00  0.488608914727256E+00  0.114115416746790E+00
     0.248700000000008E+02  0.193935053212148E+01  0.451454054024681E+00  0.489130826084236E+00  0.113862909632232E+00
     0.248800000000008E+02  0.193793455519991E+01  0.449650125738734E+00  0.489652462115913E+00  0.113611829959856E+00
     0.248900000000008E+02  0.193651710138806E+01  0.447857094635025E+00  0.490173797009844E+00  0.113362186390037E+00
     0.249000000000008E+02  0.193509829311229E+01  0.446074994985579E+00  0.490694804673587E+00  0.113113986671022E+00
     0.249100000000008E+02  0.193367825464677E+01  0.444303857259221E+00  0.491215458765424E+00  0.112867237633959E+00
     0.249200000000008E+02  0.193225711196490E+01  0.442543708077880E+00  0.491735732725010E+00  0.112621945188872E+00
     0.249300000000008E+02  0.193083499259065E+01  0.440794570178312E+00  0.492255599803954E+00  0.112378114321576E+00
     0.249400000000008E+02  0.192941202545027E+01  0.439056462379186E+00  0.492775033096292E+00  0.112135749091516E+00
     0.249500000000008E+02  0.192798834072446E+01  0.437329399553414E+00  0.493294005568834E+00  0.111894852630516E+00
     0.249600000000008E+02  0.192656406970110E+01  0.435613392605644E+00  0.493812490091364E+00  0.111655427142433E+00
     0.249700000000008E+02  0.192513934462874E+01  0.433908448454803E+00  0.494330459466674E+00  0.111417473903687E+00
     0.249800000000008E+02  0.192371429857100E+01  0.432214570021620E+00  0.494847886460410E+00  0.111180993264682E+00
     0.249900000000008E+02  0.192228906526201E+01  0.430531756220957E+00  0.495364743830707E+00  0.110945984652058E+00
     0.250000000000008E+02  0.192086377896304E+01  0.428860001958942E+00  0.495881004357599E+00  0.110712446571826E+00
     0.250100000000008E+02  0.191943857432037E+01  0.427199298134683E+00  0.496396640872193E+00  0.110480376613303E+00
     0.250200000000008E+02  0.191801358622460E+01  0.425549631646567E+00  0.496911626285567E+00  0.110249771453891E+00
     0.250300000000008E+02  0.191658894967152E+01  0.423910985402927E+00  0.497425933617405E+00  0.110020626864652E+00
     0.250400000000008E+02  0.191516479962453E+01  0.422283338337055E+00  0.497939536024329E+00  0.109792937716682E+00
     0.250500000000008E+02  0.191374127087886E+01  0.420666665426417E+00  0.498452406827920E+00  0.109566697988271E+00
     0.250600000000008E+02  0.191231849792753E+01  0.419060937715929E+00  0.498964519542425E+00  0.109341900772823E+00
     0.250700000000008E+02  0.191089661482929E+01  0.417466122345249E+00  0.499475847902102E+00  0.109118538287548E+00
     0.250800000000008E+02  0.190947575507853E+01  0.415882182579922E+00  0.499986365888237E+00  0.108896601882883E+00
     0.250900000000008E+02  0.190805605147720E+01  0.414309077846312E+00  0.500496047755766E+00  0.108676082052662E+00
     0.251000000000008E+02  0.190663763600896E+01  0.412746763770164E+00  0.501004868059531E+00  0.108456968444998E+00
     0.251100000000008E+02  0.190522063971544E+01  0.411195192218748E+00  0.501512801680130E+00  0.108239249873876E+00
     0.251200000000008E+02  0.190380519257484E+01  0.409654311346456E+00  0.502019823849357E+00  0.108022914331448E+00
     0.251300000000008E+02  0.190239142338286E+01  0.408124065643723E+00  0.502525910175216E+00  0.107807949001012E+00
     0.251400000000008E+02  0.190097945963593E+01  0.406604395989217E+00  0.503031036666502E+00  0.107594340270664E+00
     0.251500000000008E+02  0.189956942741700E+01  0.405095239705177E+00  0.503535179756920E+00  0.107382073747621E+00
     0.251600000000008E+02  0.189816145128372E+01  0.403596530615791E+00  0.504038316328751E+00  0.107171134273184E+00
     0.251700000000008E+02  0.189675565415921E+01  0.402108199108555E+00  0.504540423736025E+00  0.106961505938356E+00
     0.251800000000008E+02  0.189535215722538E+01  0.400630172198455E+00  0.505041479827216E+00  0.106753172100081E+00
     0.251900000000008E+02  0.189395107981892E+01  0.399162373594973E+00  0.505541462967414E+00  0.106546115398103E+00
     0.252000000000008E+02  0.189255253932983E+01  0.397704723771721E+00  0.506040352060001E+00  0.106340317772437E+00
     0.252100000000008E+02  0.189115665110281E+01  0.396257140038697E+00  0.506538126567771E+00  0.106135760481426E+00
     0.252200000000008E+02  0.188976352834127E+01  0.394819536617053E+00  0.507034766533513E+00  0.105932424120393E+00
     0.252300000000008E+02  0.188837328201413E+01  0.393391824716246E+00  0.507530252600040E+00  0.105730288640852E+00
     0.252400000000008E+02  0.188698602076544E+01  0.391973912613570E+00  0.508024566029631E+00  0.105529333370297E+00
     0.252500000000008E+02  0.188560185082682E+01  0.390565705735910E+00  0.508517688722890E+00  0.105329537032519E+00
     0.252600000000008E+02  0.188422087593277E+01  0.389167106743683E+00  0.509009603237005E+00  0.105130877768474E+00
     0.252700000000008E+02  0.188284319723886E+01  0.387778015616865E+00  0.509500292803383E+00  0.104933333157665E+00
     0.252800000000008E+02  0.188146891324285E+01  0.386398329743032E+00  0.509989741344668E+00  0.104736880240032E+00
     0.252900000000008E+02  0.188009811970877E+01  0.385027944007358E+00  0.510477933491087E+00  0.104541495538352E+00
     0.253000000000008E+02  0.187873090959397E+01  0.383666750884427E+00  0.510964854596166E+00  0.104347155081093E+00
     0.253100000000008E+02  0.187736737297916E+01  0.382314640531881E+00  0.511450490751741E+00  0.104153834425766E+00
     0.253200000000008E+02  0.187600759700152E+01  0.380971500885730E+00  0.511934828802309E+00  0.103961508682705E+00
     0.253300000000008E+02  0.187465166579087E+01  0.379637217757322E+00  0.512417856358648E+00  0.103770152539298E+00
     0.253400000000008E+02  0.187329966040890E+01  0.378311674931860E+00  0.512899561810730E+00  0.103579740284627E+00
     0.253500000000008E+02  0.187195165879152E+01  0.376994754268392E+00  0.513379934339904E+00  0.103390245834521E+00
     0.253600000000008E+02  0.187060773569441E+01  0.375686335801218E+00  0.513858963930313E+00  0.103201642756986E+00
     0.253700000000008E+02  0.186926796264167E+01  0.374386297842617E+00  0.514336641379573E+00  0.103013904298009E+00
     0.253800000000008E+02  0.186793240787772E+01  0.373094517086825E+00  0.514812958308644E+00  0.102827003407704E+00
     0.253900000000008E+02  0.186660113632239E+01  0.371810868715209E+00  0.515287907170935E+00  0.102640912766795E+00
     0.254000000000008E+02  0.186527420952932E+01  0.370535226502495E+00  0.515761481260591E+00  0.102455604813396E+00
     0.254100000000008E+02  0.186395168564753E+01  0.369267462924075E+00  0.516233674719956E+00  0.102271051770093E+00
     0.254200000000008E+02  0.186263361938645E+01  0.368007449264184E+00  0.516704482546213E+00  0.102087225671271E+00
     0.254300000000008E+02  0.186132006198415E+01  0.366755055725000E+00  0.517173900597170E+00  0.101904098390707E+00
     0.254400000000008E+02  0.186001106117897E+01  0.365510151536466E+00  0.517641925596190E+00  0.101721641669359E+00
     0.254500000000008E+02  0.185870666118455E+01  0.364272605066834E+00  0.518108555136250E+00  0.101539827143362E+00
     0.254600000000008E+02  0.185740690266826E+01  0.363042283933801E+00  0.518573787683118E+00  0.101358626372191E+00
     0.254700000000008E+02  0.185611182273303E+01  0.361819055116170E+00  0.519037622577630E+00  0.101178010866963E+00
     0.254800000000008E+02  0.185482145490265E+01  0.360602785065918E+00  0.519500060037078E+00  0.100997952118855E+00
     0.254900000000008E+02  0.185353582911056E+01  0.359393339820635E+00  0.519961101155666E+00  0.100818421627610E+00
     0.255000000000008E+02  0.185225497169209E+01  0.358190585116167E+00  0.520420747904059E+00  0.100639390930103E+00
     0.255100000000009E+02  0.185097890538023E+01  0.356994386499437E+00  0.520879003127996E+00  0.100460831628937E+00
     0.255200000000009E+02  0.184970764930492E+01  0.355804609441296E+00  0.521335870545964E+00  0.100282715421029E+00
     0.255300000000009E+02  0.184844121899587E+01  0.354621119449343E+00  0.521791354745935E+00  0.100105014126179E+00
     0.255400000000009E+02  0.184717962638895E+01  0.353443782180570E+00  0.522245461181153E+00  0.999276997155642E-01
     0.255500000000009E+02  0.184592287983612E+01  0.352272463553771E+00  0.522698196164966E+00  0.997507443401386E-01
     0.255600000000009E+02  0.184467098411891E+01  0.351107029861589E+00  0.523149566864709E+00  0.995741203589101E-01
     0.255700000000009E+02  0.184342394046549E+01  0.349947347882075E+00  0.523599581294636E+00  0.993978003670460E-01
     0.255800000000009E+02  0.184218174657136E+01  0.348793284989699E+00  0.524048248307877E+00  0.992217572237907E-01
     0.255900000000009E+02  0.184094439662343E+01  0.347644709265639E+00  0.524495577587470E+00  0.990459640801457E-01
     0.256000000000009E+02  0.183971188132792E+01  0.346501489607290E+00  0.524941579636417E+00  0.988703944062864E-01
     0.256100000000009E+02  0.183848418794156E+01  0.345363495836844E+00  0.525386265766804E+00  0.986950220186806E-01
     0.256200000000009E+02  0.183726130030654E+01  0.344230598808828E+00  0.525829648087977E+00  0.985198211068614E-01
     0.256300000000009E+02  0.183604319888876E+01  0.343102670516501E+00  0.526271739493788E+00  0.983447662598392E-01
     0.256400000000009E+02  0.183482986081982E+01  0.341979584196973E+00  0.526712553648901E+00  0.981698324920954E-01
     0.256500000000009E+02  0.183362125994228E+01  0.340861214434914E+00  0.527152104974202E+00  0.979949952691345E-01
     0.256600000000009E+02  0.183241736685844E+01  0.339747437264781E+00  0.527590408631289E+00  0.978202305325600E-01
     0.256700000000009E+02  0.183121814898256E+01  0.338638130271373E+00  0.528027480506079E+00  0.976455147246279E-01
     0.256800000000009E+02  0.183002357059640E+01  0.337533172688651E+00  0.528463337191534E+00  0.974708248122505E-01
     0.256900000000009E+02  0.182883359290803E+01  0.336432445496662E+00  0.528897995969548E+00  0.972961383104184E-01
     0.257000000000009E+02  0.182764817411402E+01  0.335335831516467E+00  0.529331474791957E+00  0.971214333049885E-01
     0.257100000000009E+02  0.182646726946475E+01  0.334243215502937E+00  0.529763792260767E+00  0.969466884748280E-01
     0.257200000000009E+02  0.182529083133288E+01  0.333154484235308E+00  0.530194967607566E+00  0.967718831132621E-01
     0.257300000000009E+02  0.182411880928495E+01  0.332069526605358E+00  0.530625020672160E+00  0.965969971487956E-01
     0.257400000000009E+02  0.182295115015591E+01  0.330988233703116E+00  0.531053971880470E+00  0.964220111650869E-01
     0.257500000000009E+02  0.182178779812665E+01  0.329910498899941E+00  0.531481842221698E+00  0.962469064201246E-01
     0.257600000000009E+02  0.182062869480432E+01  0.328836217928907E+00  0.531908653224800E+00  0.960716648645927E-01
     0.257700000000009E+02  0.181947377930545E+01  0.327765288962335E+00  0.532334426934306E+00  0.958962691593866E-01
     0.257800000000009E+02  0.181832298834166E+01  0.326697612686401E+00  0.532759185885492E+00  0.957207026922531E-01
     0.257900000000009E+02  0.181717625630800E+01  0.325633092372673E+00  0.533182953078962E+00  0.955449495935238E-01
     0.258000000000009E+02  0.181603351537370E+01  0.324571633946513E+00  0.533605751954663E+00  0.953689947509272E-01
     0.258100000000009E+02  0.181489469557528E+01  0.323513146052202E+00  0.534027606365376E+00  0.951928238234379E-01
     0.258200000000009E+02  0.181375972491184E+01  0.322457540114739E+00  0.534448540549701E+00  0.950164232541581E-01
     0.258300000000009E+02  0.181262852944250E+01  0.321404730398161E+00  0.534868579104605E+00  0.948397802821939E-01
     0.258400000000009E+02  0.181150103338575E+01  0.320354634060361E+00  0.535287746957545E+00  0.946628829535220E-01
     0.258500000000009E+02  0.181037715922075E+01  0.319307171204275E+00  0.535706069338216E+00  0.944857201308126E-01
     0.258600000000009E+02  0.180925682779015E+01  0.318262264925369E+00  0.536123571749978E+00  0.943082815022088E-01
     0.258700000000009E+02  0.180813995840468E+01  0.317219841355376E+00  0.536540279940978E+00  0.941305575890348E-01
     0.258800000000009E+02  0.180702646894900E+01  0.316179829702186E+00  0.536956219875036E+00  0.939525397524270E-01
     0.258900000000009E+02  0.180591627598889E+01  0.315142162285848E+00  0.537371417702326E+00  0.937742201988794E-01
     0.259000000000009E+02  0.180480929487954E+01  0.314106774570622E+00  0.537785899729889E+00  0.935955919846865E-01
     0.259100000000009E+02  0.180370543987480E+01  0.313073605193051E+00  0.538199692392046E+00  0.934166490192905E-01
     0.259200000000009E+02  0.180260462423720E+01  0.312042595985962E+00  0.538612822220735E+00  0.932373860675103E-01
     0.259300000000009E+02  0.180150676034871E+01  0.311013691998442E+00  0.539025315815824E+00  0.930577987506721E-01
     0.259400000000009E+02  0.180041175982183E+01  0.309986841511685E+00  0.539437199815449E+00  0.928778835466210E-01
     0.259500000000009E+02  0.179931953361113E+01  0.308961996050743E+00  0.539848500866420E+00  0.926976377886293E-01
     0.259600000000009E+02  0.179822999212487E+01  0.307939110392129E+00  0.540259245594743E+00  0.925170596631977E-01
     0.259700000000009E+02  0.179714304533656E+01  0.306918142567320E+00  0.540669460576295E+00  0.923361482067637E-01
     0.259800000000009E+02  0.179605860289647E+01  0.305899053862110E+00  0.541079172307715E+00  0.921549033013175E-01
     0.259900000000009E+02  0.179497657424261E+01  0.304881808811847E+00  0.541488407177530E+00  0.919733256689384E-01
     0.260000000000009E+02  0.179389686871134E+01  0.303866375192593E+00  0.541897191437587E+00  0.917914168652706E-01
     0.260100000000009E+02  0.179281939564717E+01  0.302852724008190E+00  0.542305551174816E+00  0.916091792719418E-01
     0.260200000000009E+02  0.179174406451178E+01  0.301840829473314E+00  0.542713512283372E+00  0.914266160879540E-01
     0.260300000000009E+02  0.179067078499201E+01  0.300830668992520E+00  0.543121100437204E+00  0.912437313200519E-01
     0.260400000000009E+02  0.178959946710664E+01  0.299822223135349E+00  0.543528341063080E+00  0.910605297721012E-01
     0.260500000000009E+02  0.178853002131183E+01  0.298815475607560E+00  0.543935259314121E+00  0.908770170334939E-01
     0.260600000000009E+02  0.178746235860509E+01  0.297810413218532E+00  0.544341880043868E+00  0.906931994666036E-01
     0.260700000000009E+02  0.178639639062757E+01  0.296807025844929E+00  0.544748227780938E+00  0.905090841933216E-01
     0.260800000000009E+02  0.178533202976456E+01  0.295805306390686E+00  0.545154326704287E+00  0.903246790806954E-01
     0.260900000000009E+02  0.178426918924402E+01  0.294805250743433E+00  0.545560200619122E+00  0.901399927257062E-01
     0.261000000000009E+02  0.178320778323307E+01  0.293806857727412E+00  0.545965872933501E+00  0.899550344392087E-01
     0.261100000000009E+02  0.178214772693215E+01  0.292810129053029E+00  0.546371366635641E+00  0.897698142290718E-01
     0.261200000000009E+02  0.178108893666693E+01  0.291815069263102E+00  0.546776704271974E+00  0.895843427825494E-01
     0.261300000000009E+02  0.178003132997768E+01  0.290821685675965E+00  0.547181907925971E+00  0.893986314479178E-01
     0.261400000000009E+02  0.177897482570600E+01  0.289829988325504E+00  0.547586999197767E+00  0.892126922154182E-01
     0.261500000000010E+02  0.177791934407887E+01  0.288839989898265E+00  0.547991999184607E+00  0.890265376975338E-01
     0.261600000000010E+02  0.177686480678988E+01  0.287851705667776E+00  0.548396928462137E+00  0.888401811086477E-01
     0.261700000000010E+02  0.177581113707747E+01  0.286865153426188E+00  0.548801807066563E+00  0.886536362441176E-01
     0.261800000000010E+02  0.177475825980015E+01  0.285880353413391E+00  0.549206654477689E+00  0.884669174588025E-01
     0.261900000000010E+02  0.177370610150865E+01  0.284897328243733E+00  0.549611489602869E+00  0.882800396450868E-01
     0.262000000000010E+02  0.177265459051480E+01  0.283916102830504E+00  0.550016330761859E+00  0.880930182104399E-01
     0.262100000000010E+02  0.177160365695720E+01  0.282936704308310E+00  0.550421195672609E+00  0.879058690545536E-01
     0.262200000000010E+02  0.177055323286345E+01  0.281959161953508E+00  0.550826101437995E+00  0.877186085460964E-01
     0.262300000000010E+02  0.176950325220912E+01  0.280983507102823E+00  0.551231064533493E+00  0.875312534991257E-01
     0.262400000000010E+02  0.176845365097308E+01  0.280009773070350E+00  0.551636100795815E+00  0.873438211492037E-01
     0.262500000000010E+02  0.176740436718952E+01  0.279037995063042E+00  0.552041225412507E+00  0.871563291292540E-01
     0.262600000000010E+02  0.176635534099627E+01  0.278068210094876E+00  0.552446452912503E+00  0.869687954452007E-01
     0.262700000000010E+02  0.176530651467969E+01  0.277100456899841E+00  0.552851797157650E+00  0.867812384514311E-01
     0.262800000000010E+02  0.176425783271584E+01  0.276134775843914E+00  0.553257271335200E+00  0.865936768261286E-01
     0.262900000000010E+02  0.176320924180815E+01  0.275171208836160E+00  0.553662887951251E+00  0.864061295465022E-01
     0.263000000000010E+02  0.176216069092145E+01  0.274209799239131E+00  0.554068658825161E+00  0.862186158639690E-01
     0.263100000000010E+02  0.176111213131234E+01  0.273250591778718E+00  0.554474595084902E+00  0.860311552793131E-01
     0.263200000000010E+02  0.176006351655606E+01  0.272293632453599E+00  0.554880707163360E+00  0.858437675178755E-01
     0.263300000000010E+02  0.175901480256965E+01  0.271338968444448E+00  0.555287004795564E+00  0.856564725047955E-01
     0.263400000000010E+02  0.175796594763163E+01  0.270386648023035E+00  0.555693497016851E+00  0.854692903403547E-01
     0.263500000000010E+02  0.175691691239816E+01  0.269436720461389E+00  0.556100192161921E+00  0.852822412754486E-01
     0.263600000000010E+02  0.175586765991559E+01  0.268489235941152E+00  0.556507097864804E+00  0.850953456872327E-01
     0.263700000000010E+02  0.175481815562963E+01  0.267544245463268E+00  0.556914221059698E+00  0.849086240549632E-01
     0.263800000000010E+02  0.175376836739113E+01  0.266601800758139E+00  0.557321567982673E+00  0.847220969360734E-01
     0.263900000000010E+02  0.175271826545841E+01  0.265661954196422E+00  0.557729144174220E+00  0.845357849425213E-01
     0.264000000000010E+02  0.175166782249635E+01  0.264724758700513E+00  0.558136954482624E+00  0.843497087174241E-01
     0.264100000000010E+02  0.175061701357221E+01  0.263790267656947E+00  0.558545003068149E+00  0.841638889120278E-01
     0.264200000000010E+02  0.174956581614833E+01  0.262858534829755E+00  0.558953293407998E+00  0.839783461630206E-01
     0.264300000000010E+02  0.174851421007163E+01  0.261929614274938E+00  0.559361828302045E+00  0.837931010702375E-01
     0.264400000000010E+02  0.174746217756020E+01  0.261003560256154E+00  0.559770609879293E+00  0.836081741747574E-01
     0.264500000000010E+02  0.174640970318690E+01  0.260080427161734E+00  0.560179639605067E+00  0.834235859374405E-01
     0.264600000000010E+02  0.174535677386008E+01  0.259160269423128E+00  0.560588918288873E+00  0.832393567179127E-01
     0.264700000000010E+02  0.174430337880160E+01  0.258243141434869E+00  0.560998446092947E+00  0.830555067540236E-01
     0.264800000000010E+02  0.174324950952214E+01  0.257329097476156E+00  0.561408222541426E+00  0.828720561417964E-01
     0.264900000000010E+02  0.174219515979392E+01  0.256418191634155E+00  0.561818246530140E+00  0.826890248158943E-01
     0.265000000000010E+02  0.174114032562097E+01  0.255510477729072E+00  0.562228516336989E+00  0.825064325306101E-01
     0.265100000000010E+02  0.174008500520704E+01  0.254606009241089E+00  0.562639029632884E+00  0.823242988414023E-01
     0.265200000000010E+02  0.173902919892113E+01  0.253704839239247E+00  0.563049783493218E+00  0.821426430869940E-01
     0.265300000000010E+02  0.173797290926102E+01  0.252807020312312E+00  0.563460774409838E+00  0.819614843720362E-01
     0.265400000000010E+02  0.173691614081453E+01  0.251912604501712E+00  0.563871998303507E+00  0.817808415503631E-01
     0.265500000000010E+02  0.173585890021901E+01  0.251021643236576E+00  0.564283450536806E+00  0.816007332088356E-01
     0.265600000000010E+02  0.173480119611881E+01  0.250134187270945E+00  0.564695125927465E+00  0.814211776517918E-01
     0.265700000000010E+02  0.173374303912109E+01  0.249250286623181E+00  0.565107018762088E+00  0.812421928861074E-01
     0.265800000000010E+02  0.173268444175001E+01  0.248369990517623E+00  0.565519122810247E+00  0.810637966068726E-01
     0.265900000000010E+02  0.173162541839927E+01  0.247493347328525E+00  0.565931431338923E+00  0.808860061836986E-01
     0.266000000000010E+02  0.173056598528336E+01  0.246620404526293E+00  0.566343937127246E+00  0.807088386476435E-01
     0.266100000000010E+02  0.172950616038737E+01  0.245751208626053E+00  0.566756632481549E+00  0.805323106787756E-01
     0.266200000000010E+02  0.172844596341568E+01  0.244885805138568E+00  0.567169509250657E+00  0.803564385943671E-01
     0.266300000000010E+02  0.172738541573943E+01  0.244024238523517E+00  0.567582558841436E+00  0.801812383377232E-01
     0.266400000000010E+02  0.172632454034312E+01  0.243166552145141E+00  0.567995772234531E+00  0.800067254676436E-01
     0.266500000000010E+02  0.172526336177015E+01  0.242312788230273E+00  0.568409140000308E+00  0.798329151485198E-01
     0.266600000000010E+02  0.172420190606768E+01  0.241462987828737E+00  0.568822652314953E+00  0.796598221410643E-01
     0.266700000000010E+02  0.172314020073070E+01  0.240617190776112E+00  0.569236298976695E+00  0.794874607936615E-01
     0.266800000000010E+02  0.172207827464554E+01  0.239775435658888E+00  0.569650069422166E+00  0.793158450343554E-01
     0.266900000000010E+02  0.172101615803282E+01  0.238937759781945E+00  0.570063952742831E+00  0.791449883634474E-01
     0.267000000000010E+02  0.171995388239002E+01  0.238104199138396E+00  0.570477937701500E+00  0.789749038467168E-01
     0.267100000000010E+02  0.171889148043368E+01  0.237274788381737E+00  0.570892012748878E+00  0.788056041092468E-01
     0.267200000000010E+02  0.171782898604138E+01  0.236449560800302E+00  0.571306166040153E+00  0.786371013298552E-01
     0.267300000000010E+02  0.171676643419355E+01  0.235628548293997E+00  0.571720385451574E+00  0.784694072361219E-01
     0.267400000000010E+02  0.171570386091519E+01  0.234811781353275E+00  0.572134658597026E+00  0.783025331000034E-01
     0.267500000000010E+02  0.171464130321765E+01  0.233999289040339E+00  0.572548972844565E+00  0.781364897340273E-01
     0.267600000000010E+02  0.171357879904038E+01  0.233191098972526E+00  0.572963315332907E+00  0.779712874880603E-01
     0.267700000000010E+02  0.171251638719300E+01  0.232387237307836E+00  0.573377672987836E+00  0.778069362466325E-01
     0.267800000000010E+02  0.171145410729744E+01  0.231587728732592E+00  0.573792032538538E+00  0.776434454268208E-01
     0.267900000000011E+02  0.171039199973049E+01  0.230792596451160E+00  0.574206380533820E+00  0.774808239766703E-01
     0.268000000000011E+02  0.170933010556664E+01  0.230001862177711E+00  0.574620703358215E+00  0.773190803741464E-01
     0.268100000000011E+02  0.170826846652144E+01  0.229215546129970E+00  0.575034987247947E+00  0.771582226266099E-01
     0.268200000000011E+02  0.170720712489523E+01  0.228433667024924E+00  0.575449218306748E+00  0.769982582708024E-01
     0.268300000000011E+02  0.170614612351756E+01  0.227656242076427E+00  0.575863382521512E+00  0.768391943733287E-01
     0.268400000000011E+02  0.170508550569212E+01  0.226883286994643E+00  0.576277465777772E+00  0.766810375316231E-01
     0.268500000000011E+02  0.170402531514234E+01  0.226114815987339E+00  0.576691453874982E+00  0.765237938753979E-01
     0.268600000000011E+02  0.170296559595775E+01  0.225350841762897E+00  0.577105332541598E+00  0.763674690685486E-01
     0.268700000000011E+02  0.170190639254106E+01  0.224591375535065E+00  0.577519087449947E+00  0.762120683115124E-01
     0.268800000000011E+02  0.170084774955603E+01  0.223836427029347E+00  0.577932704230869E+00  0.760575963440665E-01
     0.268900000000011E+02  0.169978971187623E+01  0.223086004491028E+00  0.578346168488121E+00  0.759040574485514E-01
     0.269000000000011E+02  0.169873232453465E+01  0.222340114694738E+00  0.578759465812543E+00  0.757514554535110E-01
     0.269100000000011E+02  0.169767563267426E+01  0.221598762955528E+00  0.579172581795951E+00  0.755997937377288E-01
     0.269200000000011E+02  0.169661968149950E+01  0.220861953141417E+00  0.579585502044790E+00  0.754490752346601E-01
     0.269300000000011E+02  0.169556451622878E+01  0.220129687687323E+00  0.579998212193495E+00  0.752993024372381E-01
     0.269400000000011E+02  0.169451018204798E+01  0.219401967610370E+00  0.580410697917579E+00  0.751504774030439E-01
     0.269500000000011E+02  0.169345672406507E+01  0.218678792526472E+00  0.580822944946435E+00  0.750026017598282E-01
     0.269600000000011E+02  0.169240418726569E+01  0.217960160668194E+00  0.581234939075834E+00  0.748556767113742E-01
     0.269700000000011E+02  0.169135261646994E+01  0.217246068903792E+00  0.581646666180136E+00  0.747097030436863E-01
     0.269800000000011E+02  0.169030205629018E+01  0.216536512757406E+00  0.582058112224182E+00  0.745646811314924E-01
     0.269900000000011E+02  0.168925255109014E+01  0.215831486430368E+00  0.582469263274874E+00  0.744206109450530E-01
     0.270000000000011E+02  0.168820414494496E+01  0.215130982823528E+00  0.582880105512441E+00  0.742774920572547E-01
     0.270100000000011E+02  0.168715688160263E+01  0.214434993560602E+00  0.583290625241377E+00  0.741353236509830E-01
     0.270200000000011E+02  0.168611080444647E+01  0.213743509012457E+00  0.583700808901056E+00  0.739941045267661E-01
     0.270300000000011E+02  0.168506595645888E+01  0.213056518322302E+00  0.584110643076010E+00  0.738538331106643E-01
     0.270400000000011E+02  0.168402238018626E+01  0.212374009431724E+00  0.584520114505872E+00  0.737145074624083E-01
     0.270500000000011E+02  0.168298011770522E+01  0.211695969107534E+00  0.584929210094982E+00  0.735761252837628E-01
     0.270600000000011E+02  0.168193921058996E+01  0.211022382969364E+00  0.585337916921646E+00  0.734386839271099E-01
     0.270700000000011E+02  0.168089969988090E+01  0.210353235517983E+00  0.585746222247053E+00  0.733021804042399E-01
     0.270800000000011E+02  0.167986162605458E+01  0.209688510164268E+00  0.586154113523843E+00  0.731666113953355E-01
     0.270900000000011E+02  0.167882502899477E+01  0.209028189258805E+00  0.586561578404321E+00  0.730319732581398E-01
     0.271000000000011E+02  0.167778994796488E+01  0.208372254122056E+00  0.586968604748322E+00  0.728982620372964E-01
     0.271100000000011E+02  0.167675642158157E+01  0.207720685075059E+00  0.587375180630724E+00  0.727654734738493E-01
     0.271200000000011E+02  0.167572448778963E+01  0.207073461470630E+00  0.587781294348592E+00  0.726336030148946E-01
     0.271300000000011E+02  0.167469418383815E+01  0.206430561724989E+00  0.588186934427983E+00  0.725026458233656E-01
     0.271400000000011E+02  0.167366554625786E+01  0.205791963349818E+00  0.588592089630379E+00  0.723725967879521E-01
     0.271500000000011E+02  0.167263861083980E+01  0.205157642984647E+00  0.588996748958766E+00  0.722434505331254E-01
     0.271600000000011E+02  0.167161341261517E+01  0.204527576429611E+00  0.589400901663353E+00  0.721152014292822E-01
     0.271700000000011E+02  0.167058998583649E+01  0.203901738678440E+00  0.589804537246929E+00  0.719878436029678E-01
     0.271800000000011E+02  0.166956836395990E+01  0.203280103951737E+00  0.590207645469861E+00  0.718613709471950E-01
